review_id,product,order_status,review_text,sentiment
ORD200698,Laptop,Delivered,The laptop is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200699,Laptop,Cancelled,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200700,Laptop,Returned,"This laptop is not worth the price, very disappointing.",Negative
ORD200701,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD200702,Printer,Returned,"Awful build quality, would not recommend this printer to anyone.",Negative
ORD200703,Desk,Pending,"Terrible experience, the desk stopped working within a week.",Negative
ORD200704,Desk,Delivered,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200705,Monitor,Returned,"Fast delivery and the monitor feels premium, very satisfied.",Positive
ORD200706,Desk,Returned,"This desk is not worth the price, very disappointing.",Negative
ORD200707,Chair,Cancelled,"I am not happy with this chair, complete waste of money.",Negative
ORD200708,Printer,Pending,"Super happy with my printer purchase, no complaints so far.",Positive
ORD200709,Desk,Pending,"Great value for money, the desk works flawlessly.",Positive
ORD200710,Laptop,Returned,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD200711,Tablet,Shipped,"Awful build quality, would not recommend this tablet to anyone.",Negative
ORD200712,Tablet,Pending,"Absolutely love this tablet, works perfectly and arrived on time.",Positive
ORD200713,Tablet,Cancelled,The tablet never worked properly from day one.,Negative
ORD200714,Laptop,Pending,The laptop is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200715,Printer,Delivered,"Awful build quality, would not recommend this printer to anyone.",Negative
ORD200716,Chair,Pending,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200717,Chair,Delivered,"Disappointed with the chair, had to return it immediately.",Negative
ORD200718,Laptop,Cancelled,The laptop never worked properly from day one.,Negative
ORD200719,Laptop,Shipped,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200720,Desk,Pending,I was worried at first but the desk turned out to be really good.,Positive
ORD200721,Desk,Delivered,"Great value for money, the desk works flawlessly.",Positive
ORD200722,Printer,Pending,"This printer is not worth the price, very disappointing.",Negative
ORD200723,Desk,Returned,I was worried at first but the desk turned out to be really good.,Positive
ORD200724,Printer,Returned,"The printer was not good, arrived damaged and support was unhelpful.",Negative
ORD200725,Chair,Returned,"I am not happy with this chair, complete waste of money.",Negative
ORD200726,Laptop,Delivered,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200727,Chair,Shipped,Shipping took forever and the chair was not even functional.,Negative
ORD200728,Desk,Shipped,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200729,Phone,Pending,"Super happy with my phone purchase, no complaints so far.",Positive
ORD200730,Phone,Delivered,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200731,Printer,Returned,"This printer is not worth the price, very disappointing.",Negative
ORD200732,Laptop,Delivered,"Best laptop I have bought this year, five stars.",Positive
ORD200733,Tablet,Returned,"Great value for money, the tablet works flawlessly.",Positive
ORD200734,Printer,Returned,"Regret buying this printer, customer service was no help either.",Negative
ORD200735,Monitor,Pending,I was worried at first but the monitor turned out to be really good.,Positive
ORD200736,Monitor,Pending,"Excellent monitor, would definitely buy again. Highly recommend!",Positive
ORD200737,Phone,Pending,"Regret buying this phone, customer service was no help either.",Negative
ORD200738,Phone,Shipped,"I am not happy with this phone, complete waste of money.",Negative
ORD200739,Phone,Delivered,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD200740,Desk,Pending,"This desk is not bad at all, actually pretty amazing for the price.",Positive
ORD200741,Monitor,Delivered,"Regret buying this monitor, customer service was no help either.",Negative
ORD200742,Laptop,Returned,Shipping took forever and the laptop was not even functional.,Negative
ORD200743,Monitor,Returned,"The monitor is not what I expected, poor quality overall.",Negative
ORD200744,Tablet,Delivered,"Fast delivery and the tablet feels premium, very satisfied.",Positive
ORD200745,Printer,Pending,"The printer is not what I expected, poor quality overall.",Negative
ORD200746,Desk,Cancelled,"Regret buying this desk, customer service was no help either.",Negative
ORD200747,Tablet,Delivered,Shipping took forever and the tablet was not even functional.,Negative
ORD200748,Tablet,Shipped,The tablet never worked properly from day one.,Negative
ORD200749,Laptop,Pending,The laptop never worked properly from day one.,Negative
ORD200750,Tablet,Returned,"The tablet is not what I expected, poor quality overall.",Negative
ORD200751,Tablet,Pending,"I am not happy with this tablet, complete waste of money.",Negative
ORD200752,Phone,Delivered,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200753,Phone,Returned,"Awful build quality, would not recommend this phone to anyone.",Negative
ORD200754,Printer,Returned,"Terrible experience, the printer stopped working within a week.",Negative
ORD200755,Desk,Pending,"This desk is not worth the price, very disappointing.",Negative
ORD200756,Phone,Shipped,"Disappointed with the phone, had to return it immediately.",Negative
ORD200757,Desk,Delivered,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200758,Tablet,Cancelled,"This tablet is not worth the price, very disappointing.",Negative
ORD200759,Desk,Pending,I was worried at first but the desk turned out to be really good.,Positive
ORD200760,Desk,Cancelled,"The desk is not what I expected, poor quality overall.",Negative
ORD200761,Desk,Delivered,"Great value for money, the desk works flawlessly.",Positive
ORD200762,Phone,Returned,The phone never worked properly from day one.,Negative
ORD200763,Laptop,Delivered,"Best laptop I have bought this year, five stars.",Positive
ORD200764,Laptop,Cancelled,The laptop never worked properly from day one.,Negative
ORD200765,Laptop,Returned,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200766,Printer,Pending,"Great value for money, the printer works flawlessly.",Positive
ORD200767,Tablet,Delivered,"Awful build quality, would not recommend this tablet to anyone.",Negative
ORD200768,Tablet,Cancelled,"I am not happy with this tablet, complete waste of money.",Negative
ORD200769,Printer,Delivered,"Fast delivery and the printer feels premium, very satisfied.",Positive
ORD200770,Desk,Returned,"I am not happy with this desk, complete waste of money.",Negative
ORD200771,Phone,Cancelled,Shipping took forever and the phone was not even functional.,Negative
ORD200772,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD200773,Phone,Cancelled,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200774,Chair,Cancelled,"I am not happy with this chair, complete waste of money.",Negative
ORD200775,Phone,Cancelled,"Regret buying this phone, customer service was no help either.",Negative
ORD200776,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200777,Chair,Cancelled,"The chair is not what I expected, poor quality overall.",Negative
ORD200778,Laptop,Shipped,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200779,Phone,Pending,The phone is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200780,Laptop,Cancelled,"Terrible experience, the laptop stopped working within a week.",Negative
ORD200781,Phone,Delivered,"Fast delivery and the phone feels premium, very satisfied.",Positive
ORD200782,Monitor,Returned,"The monitor was not good, arrived damaged and support was unhelpful.",Negative
ORD200783,Printer,Returned,"Regret buying this printer, customer service was no help either.",Negative
ORD200784,Laptop,Pending,"Excellent laptop, would definitely buy again. Highly recommend!",Positive
ORD200785,Chair,Pending,"The chair exceeded my expectations, great quality and fast shipping!",Positive
ORD200786,Chair,Cancelled,"The chair is not what I expected, poor quality overall.",Negative
ORD200787,Desk,Delivered,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200788,Chair,Pending,"Terrible experience, the chair stopped working within a week.",Negative
ORD200789,Tablet,Delivered,"Great value for money, the tablet works flawlessly.",Positive
ORD200790,Laptop,Pending,"Best laptop I have bought this year, five stars.",Positive
ORD200791,Chair,Pending,"This chair is not worth the price, very disappointing.",Negative
ORD200792,Desk,Returned,The desk never worked properly from day one.,Negative
ORD200793,Chair,Delivered,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD200794,Printer,Delivered,"Great value for money, the printer works flawlessly.",Positive
ORD200795,Laptop,Pending,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200796,Phone,Returned,"Terrible experience, the phone stopped working within a week.",Negative
ORD200797,Laptop,Returned,"Terrible experience, the laptop stopped working within a week.",Negative
ORD200798,Phone,Returned,"Awful build quality, would not recommend this phone to anyone.",Negative
ORD200799,Laptop,Returned,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200800,Tablet,Returned,"I am not happy with this tablet, complete waste of money.",Negative
ORD200801,Printer,Pending,Shipping took forever and the printer was not even functional.,Negative
ORD200802,Chair,Cancelled,Shipping took forever and the chair was not even functional.,Negative
ORD200803,Monitor,Returned,"I am not happy with this monitor, complete waste of money.",Negative
ORD200804,Chair,Delivered,"Fast delivery and the chair feels premium, very satisfied.",Positive
ORD200805,Laptop,Cancelled,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD200806,Chair,Pending,"This chair is not bad at all, actually pretty amazing for the price.",Positive
ORD200807,Monitor,Delivered,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200808,Desk,Shipped,"This desk is not worth the price, very disappointing.",Negative
ORD200809,Desk,Shipped,"Best desk I have bought this year, five stars.",Positive
ORD200810,Tablet,Cancelled,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200811,Laptop,Shipped,"The laptop is not what I expected, poor quality overall.",Negative
ORD200812,Phone,Cancelled,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200813,Laptop,Cancelled,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200814,Chair,Pending,"Great value for money, the chair works flawlessly.",Positive
ORD200815,Printer,Cancelled,The printer never worked properly from day one.,Negative
ORD200816,Tablet,Pending,The tablet never worked properly from day one.,Negative
ORD200817,Chair,Delivered,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200818,Phone,Cancelled,Shipping took forever and the phone was not even functional.,Negative
ORD200819,Phone,Cancelled,"This phone is not worth the price, very disappointing.",Negative
ORD200820,Phone,Returned,"Terrible experience, the phone stopped working within a week.",Negative
ORD200821,Laptop,Delivered,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200822,Phone,Returned,"I am not happy with this phone, complete waste of money.",Negative
ORD200823,Laptop,Shipped,"Great value for money, the laptop works flawlessly.",Positive
ORD200824,Monitor,Returned,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200825,Desk,Returned,"Disappointed with the desk, had to return it immediately.",Negative
ORD200826,Printer,Returned,The printer never worked properly from day one.,Negative
ORD200827,Tablet,Delivered,"Fast delivery and the tablet feels premium, very satisfied.",Positive
ORD200828,Chair,Shipped,"The chair exceeded my expectations, great quality and fast shipping!",Positive
ORD200829,Monitor,Delivered,"Great value for money, the monitor works flawlessly.",Positive
ORD200830,Tablet,Delivered,I was worried at first but the tablet turned out to be really good.,Positive
ORD200831,Printer,Pending,"The printer exceeded my expectations, great quality and fast shipping!",Positive
ORD200832,Chair,Pending,I was worried at first but the chair turned out to be really good.,Positive
ORD200833,Phone,Shipped,"Excellent phone, would definitely buy again. Highly recommend!",Positive
ORD200834,Printer,Returned,"I am not happy with this printer, complete waste of money.",Negative
ORD200835,Desk,Shipped,Shipping took forever and the desk was not even functional.,Negative
ORD200836,Phone,Cancelled,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200837,Chair,Delivered,"Great value for money, the chair works flawlessly.",Positive
ORD200838,Desk,Pending,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200839,Chair,Cancelled,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200840,Chair,Delivered,"Great value for money, the chair works flawlessly.",Positive
ORD200841,Printer,Delivered,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD200842,Laptop,Pending,"This laptop is not worth the price, very disappointing.",Negative
ORD200843,Desk,Cancelled,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200844,Chair,Returned,"The chair is not what I expected, poor quality overall.",Negative
ORD200845,Phone,Delivered,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200846,Desk,Cancelled,Shipping took forever and the desk was not even functional.,Negative
ORD200847,Printer,Shipped,"Best printer I have bought this year, five stars.",Positive
ORD200848,Chair,Shipped,"Super happy with my chair purchase, no complaints so far.",Positive
ORD200849,Printer,Cancelled,"The printer is not what I expected, poor quality overall.",Negative
ORD200850,Monitor,Cancelled,"Disappointed with the monitor, had to return it immediately.",Negative
ORD200851,Laptop,Cancelled,Shipping took forever and the laptop was not even functional.,Negative
ORD200852,Desk,Pending,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200853,Printer,Returned,Shipping took forever and the printer was not even functional.,Negative
ORD200854,Laptop,Delivered,"Fast delivery and the laptop feels premium, very satisfied.",Positive
ORD200855,Monitor,Shipped,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200856,Phone,Shipped,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200857,Phone,Delivered,"Super happy with my phone purchase, no complaints so far.",Positive
ORD200858,Tablet,Pending,"I am not happy with this tablet, complete waste of money.",Negative
ORD200859,Chair,Returned,"I am not happy with this chair, complete waste of money.",Negative
ORD200860,Printer,Delivered,"Best printer I have bought this year, five stars.",Positive
ORD200861,Desk,Shipped,"This desk is not bad at all, actually pretty amazing for the price.",Positive
ORD200862,Desk,Shipped,"The desk is not what I expected, poor quality overall.",Negative
ORD200863,Phone,Pending,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200864,Desk,Delivered,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200865,Monitor,Pending,"Best monitor I have bought this year, five stars.",Positive
ORD200866,Desk,Cancelled,"Terrible experience, the desk stopped working within a week.",Negative
ORD200867,Printer,Delivered,I was worried at first but the printer turned out to be really good.,Positive
ORD200868,Monitor,Delivered,Shipping took forever and the monitor was not even functional.,Negative
ORD200869,Desk,Delivered,I was worried at first but the desk turned out to be really good.,Positive
ORD200870,Phone,Delivered,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200871,Tablet,Pending,"Great value for money, the tablet works flawlessly.",Positive
ORD200872,Chair,Shipped,"Fast delivery and the chair feels premium, very satisfied.",Positive
ORD200873,Desk,Delivered,"Best desk I have bought this year, five stars.",Positive
ORD200874,Chair,Delivered,"Best chair I have bought this year, five stars.",Positive
ORD200875,Laptop,Delivered,"Excellent laptop, would definitely buy again. Highly recommend!",Positive
ORD200876,Chair,Pending,"I am not happy with this chair, complete waste of money.",Negative
ORD200877,Tablet,Pending,"The tablet exceeded my expectations, great quality and fast shipping!",Positive
ORD200878,Desk,Cancelled,"This desk is not worth the price, very disappointing.",Negative
ORD200879,Phone,Shipped,"Excellent phone, would definitely buy again. Highly recommend!",Positive
ORD200880,Laptop,Shipped,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD200881,Tablet,Pending,"Best tablet I have bought this year, five stars.",Positive
ORD200882,Phone,Delivered,"Terrible experience, the phone stopped working within a week.",Negative
ORD200883,Printer,Delivered,"Best printer I have bought this year, five stars.",Positive
ORD200884,Chair,Shipped,"Super happy with my chair purchase, no complaints so far.",Positive
ORD200885,Laptop,Shipped,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200886,Phone,Returned,"I am not happy with this phone, complete waste of money.",Negative
ORD200887,Chair,Delivered,The chair is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200888,Laptop,Pending,The laptop is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200889,Monitor,Cancelled,"Regret buying this monitor, customer service was no help either.",Negative
ORD200890,Laptop,Pending,The laptop is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200891,Monitor,Returned,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD200892,Desk,Shipped,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200893,Monitor,Pending,"This monitor is not bad at all, actually pretty amazing for the price.",Positive
ORD200894,Tablet,Cancelled,The tablet never worked properly from day one.,Negative
ORD200895,Chair,Pending,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD200896,Desk,Shipped,"Best desk I have bought this year, five stars.",Positive
ORD200897,Laptop,Delivered,"Super happy with my laptop purchase, no complaints so far.",Positive
ORD200898,Monitor,Shipped,I was worried at first but the monitor turned out to be really good.,Positive
ORD200899,Printer,Pending,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD200900,Laptop,Pending,"I am not happy with this laptop, complete waste of money.",Negative
ORD200901,Tablet,Returned,Shipping took forever and the tablet was not even functional.,Negative
ORD200902,Monitor,Cancelled,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200903,Monitor,Pending,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200904,Monitor,Cancelled,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200905,Laptop,Pending,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200906,Monitor,Returned,"I am not happy with this monitor, complete waste of money.",Negative
ORD200907,Desk,Cancelled,"This desk is not worth the price, very disappointing.",Negative
ORD200908,Desk,Cancelled,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200909,Tablet,Shipped,"Absolutely love this tablet, works perfectly and arrived on time.",Positive
ORD200910,Printer,Delivered,"This printer is not bad at all, actually pretty amazing for the price.",Positive
ORD200911,Desk,Cancelled,"The desk was not good, arrived damaged and support was unhelpful.",Negative
ORD200912,Desk,Returned,The desk never worked properly from day one.,Negative
ORD200913,Printer,Returned,The printer never worked properly from day one.,Negative
ORD200914,Desk,Returned,"I am not happy with this desk, complete waste of money.",Negative
ORD200915,Laptop,Shipped,"Regret buying this laptop, customer service was no help either.",Negative
ORD200916,Printer,Returned,"The printer is not what I expected, poor quality overall.",Negative
ORD200917,Laptop,Returned,Shipping took forever and the laptop was not even functional.,Negative
ORD200918,Laptop,Delivered,Shipping took forever and the laptop was not even functional.,Negative
ORD200919,Printer,Shipped,"Super happy with my printer purchase, no complaints so far.",Positive
ORD200920,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200921,Tablet,Cancelled,"This tablet is not worth the price, very disappointing.",Negative
ORD200922,Desk,Pending,"This desk is not bad at all, actually pretty amazing for the price.",Positive
ORD200923,Printer,Pending,"Great value for money, the printer works flawlessly.",Positive
ORD200924,Printer,Returned,"Super happy with my printer purchase, no complaints so far.",Positive
ORD200925,Monitor,Shipped,"Fast delivery and the monitor feels premium, very satisfied.",Positive
ORD200926,Desk,Delivered,"The desk exceeded my expectations, great quality and fast shipping!",Positive
ORD200927,Laptop,Shipped,The laptop never worked properly from day one.,Negative
ORD200928,Laptop,Returned,"Disappointed with the laptop, had to return it immediately.",Negative
ORD200929,Tablet,Pending,The tablet never worked properly from day one.,Negative
ORD200930,Phone,Returned,The phone never worked properly from day one.,Negative
ORD200931,Printer,Cancelled,"This printer is not worth the price, very disappointing.",Negative
ORD200932,Laptop,Delivered,"Best laptop I have bought this year, five stars.",Positive
ORD200933,Monitor,Shipped,I was worried at first but the monitor turned out to be really good.,Positive
ORD200934,Laptop,Shipped,"Best laptop I have bought this year, five stars.",Positive
ORD200935,Phone,Delivered,The phone is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200936,Chair,Delivered,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD200937,Chair,Cancelled,"Terrible experience, the chair stopped working within a week.",Negative
ORD200938,Chair,Cancelled,"Awful build quality, would not recommend this chair to anyone.",Negative
ORD200939,Laptop,Delivered,"Great value for money, the laptop works flawlessly.",Positive
ORD200940,Printer,Cancelled,"The printer is not what I expected, poor quality overall.",Negative
ORD200941,Printer,Cancelled,The printer never worked properly from day one.,Negative
ORD200942,Tablet,Pending,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200943,Monitor,Returned,"Great value for money, the monitor works flawlessly.",Positive
ORD200944,Laptop,Delivered,"Best laptop I have bought this year, five stars.",Positive
ORD200945,Tablet,Shipped,The tablet is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200946,Phone,Shipped,"I am not happy with this phone, complete waste of money.",Negative
ORD200947,Phone,Returned,"Regret buying this phone, customer service was no help either.",Negative
ORD200948,Phone,Cancelled,The phone never worked properly from day one.,Negative
ORD200949,Desk,Pending,"Disappointed with the desk, had to return it immediately.",Negative
ORD200950,Laptop,Returned,"This laptop is not worth the price, very disappointing.",Negative
ORD200951,Printer,Returned,"This printer is not worth the price, very disappointing.",Negative
ORD200952,Monitor,Pending,The monitor is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200953,Phone,Shipped,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD200954,Chair,Shipped,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD200955,Chair,Shipped,"Regret buying this chair, customer service was no help either.",Negative
ORD200956,Phone,Delivered,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD200957,Monitor,Returned,"Disappointed with the monitor, had to return it immediately.",Negative
ORD200958,Desk,Delivered,"Regret buying this desk, customer service was no help either.",Negative
ORD200959,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200960,Laptop,Pending,"I am not happy with this laptop, complete waste of money.",Negative
ORD200961,Phone,Shipped,The phone is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200962,Phone,Delivered,I was worried at first but the phone turned out to be really good.,Positive
ORD200963,Chair,Shipped,"This chair is not bad at all, actually pretty amazing for the price.",Positive
ORD200964,Phone,Cancelled,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200965,Laptop,Cancelled,Shipping took forever and the laptop was not even functional.,Negative
ORD200966,Monitor,Cancelled,"I am not happy with this monitor, complete waste of money.",Negative
ORD200967,Tablet,Returned,"The tablet is not what I expected, poor quality overall.",Negative
ORD200968,Monitor,Shipped,The monitor is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200969,Desk,Shipped,"The desk was not good, arrived damaged and support was unhelpful.",Negative
ORD200970,Desk,Delivered,"Best desk I have bought this year, five stars.",Positive
ORD200971,Monitor,Cancelled,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200972,Laptop,Delivered,Shipping took forever and the laptop was not even functional.,Negative
ORD200973,Desk,Pending,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200974,Desk,Cancelled,Shipping took forever and the desk was not even functional.,Negative
ORD200975,Desk,Returned,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200976,Tablet,Returned,"Disappointed with the tablet, had to return it immediately.",Negative
ORD200977,Chair,Pending,"The chair is not what I expected, poor quality overall.",Negative
ORD200978,Printer,Delivered,"Disappointed with the printer, had to return it immediately.",Negative
ORD200979,Monitor,Delivered,"This monitor is not bad at all, actually pretty amazing for the price.",Positive
ORD200980,Chair,Delivered,"Disappointed with the chair, had to return it immediately.",Negative
ORD200981,Phone,Pending,"The phone is not what I expected, poor quality overall.",Negative
ORD200982,Monitor,Shipped,"Fast delivery and the monitor feels premium, very satisfied.",Positive
ORD200983,Monitor,Shipped,"Great value for money, the monitor works flawlessly.",Positive
ORD200984,Desk,Shipped,"Super happy with my desk purchase, no complaints so far.",Positive
ORD200985,Desk,Delivered,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200986,Laptop,Pending,The laptop never worked properly from day one.,Negative
ORD200987,Phone,Pending,The phone never worked properly from day one.,Negative
ORD200988,Desk,Cancelled,"I am not happy with this desk, complete waste of money.",Negative
ORD200989,Laptop,Pending,"Super happy with my laptop purchase, no complaints so far.",Positive
ORD200990,Phone,Pending,"Terrible experience, the phone stopped working within a week.",Negative
ORD200991,Desk,Cancelled,Shipping took forever and the desk was not even functional.,Negative
ORD200992,Printer,Pending,Shipping took forever and the printer was not even functional.,Negative
ORD200993,Monitor,Delivered,"Best monitor I have bought this year, five stars.",Positive
ORD200994,Tablet,Delivered,"Best tablet I have bought this year, five stars.",Positive
ORD200995,Monitor,Pending,"I am not happy with this monitor, complete waste of money.",Negative
ORD200996,Monitor,Delivered,The monitor is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200997,Laptop,Delivered,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200998,Phone,Cancelled,"This phone is not worth the price, very disappointing.",Negative
ORD200999,Printer,Pending,"This printer is not bad at all, actually pretty amazing for the price.",Positive
ORD201000,Printer,Delivered,I was worried at first but the printer turned out to be really good.,Positive
ORD201001,Printer,Shipped,"Fast delivery and the printer feels premium, very satisfied.",Positive
ORD201002,Tablet,Pending,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201003,Printer,Shipped,"Best printer I have bought this year, five stars.",Positive
ORD201004,Chair,Pending,"I am not happy with this chair, complete waste of money.",Negative
ORD201005,Printer,Returned,Shipping took forever and the printer was not even functional.,Negative
ORD201006,Tablet,Delivered,"This tablet is not bad at all, actually pretty amazing for the price.",Positive
ORD201007,Monitor,Pending,"Disappointed with the monitor, had to return it immediately.",Negative
ORD201008,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD201009,Tablet,Delivered,"Terrible experience, the tablet stopped working within a week.",Negative
ORD201010,Monitor,Cancelled,"The monitor is not what I expected, poor quality overall.",Negative
ORD201011,Phone,Shipped,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD201012,Printer,Returned,"I am not happy with this printer, complete waste of money.",Negative
ORD201013,Laptop,Cancelled,"I am not happy with this laptop, complete waste of money.",Negative
ORD201014,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD201015,Printer,Shipped,The printer never worked properly from day one.,Negative
ORD201016,Tablet,Delivered,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201017,Chair,Delivered,"Disappointed with the chair, had to return it immediately.",Negative
ORD201018,Laptop,Delivered,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD201019,Desk,Returned,"Regret buying this desk, customer service was no help either.",Negative
ORD201020,Tablet,Delivered,"Great value for money, the tablet works flawlessly.",Positive
ORD201021,Phone,Cancelled,"This phone is not worth the price, very disappointing.",Negative
ORD201022,Tablet,Shipped,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201023,Laptop,Shipped,Shipping took forever and the laptop was not even functional.,Negative
ORD201024,Chair,Pending,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD201025,Chair,Delivered,"Fast delivery and the chair feels premium, very satisfied.",Positive
ORD201026,Monitor,Delivered,"Excellent monitor, would definitely buy again. Highly recommend!",Positive
ORD201027,Laptop,Returned,"Great value for money, the laptop works flawlessly.",Positive
ORD201028,Desk,Cancelled,"Regret buying this desk, customer service was no help either.",Negative
ORD201029,Desk,Shipped,"This desk is not bad at all, actually pretty amazing for the price.",Positive
ORD201030,Phone,Delivered,I was worried at first but the phone turned out to be really good.,Positive
ORD201031,Phone,Pending,"This phone is not worth the price, very disappointing.",Negative
ORD201032,Chair,Delivered,I was worried at first but the chair turned out to be really good.,Positive
ORD201033,Monitor,Delivered,"Excellent monitor, would definitely buy again. Highly recommend!",Positive
ORD201034,Printer,Cancelled,Shipping took forever and the printer was not even functional.,Negative
ORD201035,Laptop,Cancelled,"The laptop is not what I expected, poor quality overall.",Negative
ORD201036,Phone,Shipped,I was worried at first but the phone turned out to be really good.,Positive
ORD201037,Printer,Pending,"Super happy with my printer purchase, no complaints so far.",Positive
ORD201038,Tablet,Returned,"Disappointed with the tablet, had to return it immediately.",Negative
ORD201039,Desk,Cancelled,"Regret buying this desk, customer service was no help either.",Negative
ORD201040,Tablet,Delivered,"Great value for money, the tablet works flawlessly.",Positive
ORD201041,Monitor,Shipped,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD201042,Tablet,Shipped,"Fast delivery and the tablet feels premium, very satisfied.",Positive
ORD201043,Tablet,Shipped,I was worried at first but the tablet turned out to be really good.,Positive
ORD201044,Printer,Delivered,"Super happy with my printer purchase, no complaints so far.",Positive
ORD201045,Laptop,Returned,"Disappointed with the laptop, had to return it immediately.",Negative
ORD201046,Tablet,Shipped,"This tablet is not bad at all, actually pretty amazing for the price.",Positive
ORD201047,Chair,Shipped,"Excellent chair, would definitely buy again. Highly recommend!",Positive
